1656.6294,25.91963,-7030.65978,-1481.943,-239.5986
2687.62289,1006.13886,-7022.50917,-571.9729,592.5783
2687.27717,18.07755,-7022.6321,-575.2738,-245.7378
2661.79598,1368.23564,-5911.56034,-334.4937,1133.973
2663.30945,1043.70608,-5911.99767,-333.9118,805.9527
2664.04128,627.66678,-5913.64132,-334.8772,380.7924
2662.80556,288.39501,-5915.23397,-337.2849,30.7053
2663.20142,25.44885,-5915.9984,-337.299,-241.8041
2663.52889,-273.40376,-5915.4281,-336.9957,-552.4848
2661.10951,-574.51663,-5915.46918,-339.334,-865.688
2661.21877,-912.89353,-5913.38918,-338.9363,-1217.594
3695.29382,1259.90296,-5898.73716,624.7945,946.6712
3695.31121,870.95662,-5898.90795,628.4129,576.6938
3694.77551,513.26584,-5897.28222,631.2167,232.9817
3693.60476,273.60283,-5898.13025,631.3139,1.388889
3693.66961,-112.06389,-5898.82584,632.7632,-373.1374
3689.37922,-521.97974,-5897.62593,630.5562,-772.4103
3690.27029,-839.0805,-5897.52006,631.6166,-1081.228
3689.03898,-1048.7754,-5896.89129,630.6576,-1285.222
4717.77499,1159.58773,-5898.36162,1449.037,782.5754
4719.86025,841.84358,-5898.54631,1455.679,499.2181
4718.88302,169.94344,-5897.35068,1464.043,-105.5543
4719.83479,-135.08143,-5897.15175,1467.367,-382.1117
4717.41559,-513.35691,-5896.7913,1468.105,-726.2326
4719.3014,-834.42983,-5893.84182,1472.503,-1018.788
2149.46633,1457.99845,-5918.52451,-856.2419,1270.185
2152.84367,1207.42851,-5921.91759,-855.9978,1008.331
2149.73163,961.38415,-5922.19663,-862.3443,752.2204
2153.5984,661.79129,-5922.17174,-860.9896,436.0554
2151.59325,439.71867,-5922.18292,-864.8853,200.1918
2152.72661,153.74252,-5922.61275,-865.4698,-105.1358
2153.50888,-99.38494,-5922.29993,-865.4991,-376.1421
2153.78938,-516.66178,-5923.12162,-866.3929,-824.2346
2152.31286,-812.12324,-5923.06196,-867.8423,-1140.986
1611.10104,1136.12816,-5423.93685,-1406.482,1111.327
1613.50163,855.59416,-5424.02749,-1408.861,773.2945
1613.49468,540.2301,-5423.51706,-1413.93,389.261
1613.50529,71.78289,-5423.42645,-1419.925,-187.1367
1614.01344,-116.74911,-5421.80431,-1420.834,-420.3365
1612.86807,-357.00158,-5422.01792,-1423.619,-718.3295
1612.75834,-504.67336,-5422.38251,-1424.34,-901.3659
1609.22315,-680.27529,-5423.02647,-1429.386,-1119.402
2661.85053,1374.20003,-5411.90839,-180.2548,1282.574
2664.74415,915.64744,-5417.29828,-179.3339,769.8929
2663.36331,474.50832,-5418.36643,-181.584,270.69
2663.19667,172.92656,-5419.25512,-182.1403,-73.85432
2662.09006,-127.69679,-5414.92647,-181.8189,-419.2089
2659.29974,-428.66971,-5415.05969,-184.8227,-765.7323
2660.13341,-728.52691,-5413.62266,-183.3556,-1110.895
2138.08353,1133.29748,-5426.08613,-771.965,1058.505
2140.4225,843.03786,-5425.53818,-771.9969,721.5959
2135.28963,526.62693,-5427.12284,-780.9101,350.2669
2137.28422,208.9745,-5425.30107,-780.3937,-25.91403
2136.60277,66.03796,-5424.08213,-781.5598,-195.488
2135.16191,-162.46675,-5423.18056,-784.0532,-468.0851
2134.45837,-332.15054,-5423.3701,-785.2868,-670.5502
2134.75835,-568.89272,-5423.05217,-785.0579,-953.4961
1616.23622,1004.18009,-4917.67351,-1350.884,1105.733
1617.58065,692.79954,-4917.93568,-1355.413,680.0056
1616.76991,390.26061,-4917.79018,-1362.175,262.0834
1619.32119,148.06341,-4918.71771,-1361.974,-75.29418
1617.41087,-183.95384,-4919.04653,-1367.756,-539.9328
1617.10933,-679.10132,-4919.38029,-1370.111,-1234.561
2663.03935,928.44142,-4905.20456,15.89527,905.8006
2663.08154,583.68607,-4905.16884,16.9098,470.3002
2659.98294,313.29435,-4903.37256,14.6545,125.3168
2660.75626,-40.42559,-4904.82646,15.64921,-329.919
2660.12409,-386.07228,-4904.6539,15.50212,-775.7072
2660.81745,-656.60608,-4905.02436,16.46685,-1124.521
3685.50374,1042.79288,-4901.8552,1138.388,946.8304
3688.295,674.19968,-4901.77559,1148.004,520.0524
3690.2608,103.02746,-4902.30391,1157.044,-149.659
3690.02558,-273.65766,-4901.0827,1160.715,-594.6851
4713.48591,1074.44983,-4887.98033,2095.353,892.1659
4712.61767,659.83879,-4889.64713,2103.277,448.3267
4714.0069,364.86872,-4889.87261,2110.505,130.6318
2140.40763,1114.68257,-4854.52729,-621.3522,1216.08
2141.81888,796.68789,-4853.09841,-622.4906,795.5583
2140.41238,472.80914,-4854.7931,-627.3158,360.8533
2140.14054,226.50923,-4854.1606,-629.0613,27.37419
2139.75319,-29.383,-4854.5651,-630.6079,-321.0629
2140.37354,-305.48732,-4854.96803,-630.7398,-698.0782
2139.20571,-738.21979,-4857.58571,-632.9356,-1287.777
